Store,Items,Amount,Category
Netflix,movie music streaming #1592,27.47,Entertainment
Miscellaneous,other,77.83,Others
Subway,dinner meal #2873,960.55,Food & Dining
AT&T,utility bill #6552,455.78,Bills & Utilities
Shell,ride taxi fuel,28.98,Transportation
Pizza Hut,dinner takeout meal #9114,970.13,Food & Dining
Shell,taxi ride transportation,68.46,Transportation
CVS,medical,118.47,Healthcare
Local Clinic,prescription medicine doctor,411.96,Healthcare
AT&T,monthly bill utility,403.4,Bills & Utilities
Uber,taxi transit,47.17,Transportation
Nike,accessories clothes purchase,225.78,Shopping
Water Service,monthly #7997,205.63,Bills & Utilities
Local Clinic,health medicine,281.02,Healthcare
Steam,movie streaming music,29.13,Entertainment
Spotify,movie streaming entertainment #3661,33.32,Entertainment
Lyft,taxi gas transportation,7.92,Transportation
Subway,restaurant #7531,664.54,Food & Dining
Spotify,streaming game movie,21.17,Entertainment
Various Services,general service,39.22,Others
Verizon,monthly,267.27,Bills & Utilities
Steam,streaming movie,46.59,Entertainment
Local Restaurant,takeout,211.46,Food & Dining
Various Services,other payment,468.63,Others
Amazon,purchase electronics #3667,240.23,Shopping
Chipotle,restaurant dinner,813.69,Food & Dining
Kroger,bread dairy groceries,153.91,Groceries
Miscellaneous,other misc service,900.08,Others
Steam,music game movie #2800,24.11,Entertainment
Various Services,misc service payment,444.05,Others
Trader Joes,meat food,29.64,Groceries
Miscellaneous,service #7755,54.33,Others
Metro,fuel,40.76,Transportation
Water Service,monthly bill utility,812.65,Bills & Utilities
Metro,ride #8046,47.89,Transportation
Whole Foods,food meat produce #2999,24.01,Groceries
Target,accessories electronics clothes,226.33,Shopping
Spotify,entertainment music movie #5324,13.73,Entertainment
H&M,accessories shoes #2882,28.09,Shopping
Local Clinic,prescription #3456,492.16,Healthcare
Walmart,produce,107.29,Groceries
Verizon,bill service utility #5647,508.81,Bills & Utilities
Lyft,ride gas taxi,65.21,Transportation
Miscellaneous,other service,672.44,Others
Electric Company,bill payment utility,861.4,Bills & Utilities
Spotify,streaming music entertainment,14.1,Entertainment
Walgreens,doctor prescription medicine,145.42,Healthcare
Amazon,clothes,16.23,Shopping
Target,clothes electronics,139.93,Shopping
Spotify,entertainment movie #8799,17.85,Entertainment
Steam,entertainment streaming game,47.94,Entertainment
Verizon,service bill payment,617.44,Bills & Utilities
Chipotle,takeout lunch meal,74.33,Food & Dining
Nike,accessories clothes shoes,19.17,Shopping
Amazon,clothes,130.2,Shopping
Local Clinic,doctor medical prescription,476.6,Healthcare
Miscellaneous,misc other,583.97,Others
McDonalds,lunch #5411,107.29,Food & Dining
Whole Foods,bread,80.21,Groceries
Kroger,bread food,83.97,Groceries
Walgreens,doctor,269.22,Healthcare
Various Services,other misc,265.18,Others
Local Restaurant,takeout delivery restaurant,914.71,Food & Dining
Amazon,electronics purchase clothes #9258,295.14,Shopping
Quest Diagnostics,medical health medicine #4583,388.72,Healthcare
Amazon,shoes #5442,221.68,Shopping
Miscellaneous,misc other service,815.53,Others
Netflix,music,24.17,Entertainment
AT&T,payment service #5133,399.54,Bills & Utilities
Electric Company,utility service,761.69,Bills & Utilities
Miscellaneous,misc payment,814.63,Others
Various Services,service general misc,396.66,Others
BP,ride gas taxi,28.58,Transportation
Water Service,payment,738.14,Bills & Utilities
AMC Theaters,entertainment,48.89,Entertainment
Pizza Hut,takeout meal delivery,701.44,Food & Dining
Nike,clothes #6836,46.74,Shopping
Walgreens,medical prescription medicine,253.96,Healthcare
AT&T,payment service utility,456.93,Bills & Utilities
CVS,doctor,343.36,Healthcare
BP,taxi transportation ride,38.58,Transportation
Nike,clothes shoes electronics,142.26,Shopping
Steam,game #8315,48.1,Entertainment
Uber,transit gas taxi,16.32,Transportation
Pizza Hut,delivery,188.62,Food & Dining
Metro,transit,41.39,Transportation
Amazon,purchase #2832,228.58,Shopping
Lyft,transit ride taxi,64.45,Transportation
Nike,purchase electronics shoes,93.03,Shopping
Local Clinic,health doctor medicine,150.93,Healthcare
Xbox,music entertainment game,48.86,Entertainment
Miscellaneous,payment general misc #4829,155.92,Others
Verizon,payment monthly,622.9,Bills & Utilities
Various Services,payment,184.74,Others
Walgreens,doctor,197.2,Healthcare
Amazon,electronics shoes clothes,263.56,Shopping
Electric Company,payment utility bill,255.87,Bills & Utilities
CVS,health doctor prescription,70.47,Healthcare
Xbox,movie #3571,40.44,Entertainment
Safeway,bread dairy meat,189.24,Groceries
Miscellaneous,service general payment,768.78,Others
Target,electronics shoes #8544,285.97,Shopping
H&M,clothes #9162,181.49,Shopping
Water Service,monthly service utility,136.04,Bills & Utilities
Xbox,entertainment streaming game,20.68,Entertainment
Steam,game #2366,38.35,Entertainment
Shell,fuel ride,40.27,Transportation
Metro,gas transportation taxi,6.48,Transportation
Walmart,food bread dairy,177.98,Groceries
Lyft,fuel ride,40.23,Transportation
BP,transit #3252,14.38,Transportation
Quest Diagnostics,medicine prescription medical #5857,462.12,Healthcare
Water Service,service bill monthly #7448,564.64,Bills & Utilities
Xbox,game,34.22,Entertainment
H&M,purchase #3030,241.83,Shopping
Spotify,entertainment game #6552,28.81,Entertainment
Nike,accessories electronics shoes,271.18,Shopping
AT&T,monthly service utility,670.24,Bills & Utilities
Water Service,utility service monthly #9082,67.78,Bills & Utilities
Miscellaneous,payment other misc,80.36,Others
Metro,transit,69.51,Transportation
Kroger,bread produce #8727,68.25,Groceries
CVS,doctor medicine prescription,285.48,Healthcare
H&M,electronics shoes purchase #6806,261.1,Shopping
Verizon,monthly,921.06,Bills & Utilities
Quest Diagnostics,prescription health #7371,414.95,Healthcare
Best Buy,electronics accessories,83.09,Shopping
Quest Diagnostics,prescription medicine health,471.57,Healthcare
Safeway,food produce dairy,123.82,Groceries
Safeway,groceries,27.36,Groceries
Local Clinic,medicine,127.1,Healthcare
Various Services,payment other misc,905.4,Others
Unknown Vendor,service other general #4569,738.66,Others
McDonalds,takeout,559.08,Food & Dining
Metro,transit taxi fuel,52.34,Transportation
Verizon,bill monthly,551.65,Bills & Utilities
BP,ride gas taxi,48.65,Transportation
Electric Company,payment utility,400.5,Bills & Utilities
Unknown Vendor,general other,449.7,Others
Walmart,produce,176.22,Groceries
Verizon,bill utility,79.48,Bills & Utilities
Walgreens,medical health doctor,440.39,Healthcare
Subway,delivery,256.73,Food & Dining
Walmart,bread #2694,29.07,Groceries
Uber,transit gas fuel,10.6,Transportation
Trader Joes,groceries #6667,74.15,Groceries
Unknown Vendor,general #3688,475.37,Others
Kroger,groceries meat,70.11,Groceries
Nike,shoes electronics clothes,189.83,Shopping
Netflix,game,42.69,Entertainment
Various Services,general,598.79,Others
Walgreens,prescription health medicine,251.62,Healthcare
AMC Theaters,streaming entertainment,37.0,Entertainment
Shell,transportation,66.59,Transportation
Lyft,transit,70.72,Transportation
Nike,shoes purchase #8613,19.43,Shopping
Miscellaneous,payment service general,317.32,Others
Verizon,payment,326.75,Bills & Utilities
Electric Company,bill service,169.53,Bills & Utilities
McDonalds,delivery,418.85,Food & Dining
CVS,medical doctor,166.85,Healthcare
Amazon,accessories clothes,92.91,Shopping
Walgreens,medical medicine #3816,443.27,Healthcare
Xbox,entertainment,15.46,Entertainment
Local Restaurant,dinner meal restaurant,264.15,Food & Dining
Various Services,payment misc,46.97,Others
AMC Theaters,game,12.65,Entertainment
Electric Company,bill payment service #2600,190.26,Bills & Utilities
Whole Foods,groceries dairy meat #6045,53.13,Groceries
Water Service,payment,813.46,Bills & Utilities
Quest Diagnostics,doctor health medicine,316.96,Healthcare
Local Clinic,medical medicine prescription,168.99,Healthcare
Quest Diagnostics,prescription medicine doctor,367.34,Healthcare
Netflix,game,46.26,Entertainment
Whole Foods,groceries,166.82,Groceries
Verizon,service,55.14,Bills & Utilities
Unknown Vendor,other general #4617,924.83,Others
Uber,gas,40.59,Transportation
Whole Foods,meat #6591,127.17,Groceries
Unknown Vendor,other general service #5042,598.4,Others
Kroger,groceries food,54.37,Groceries
Metro,ride transportation,78.67,Transportation
AT&T,utility monthly bill,891.01,Bills & Utilities
Uber,transit transportation gas #8054,68.52,Transportation
Various Services,other service misc #3411,845.24,Others
Local Restaurant,dinner meal restaurant,22.07,Food & Dining
AMC Theaters,game streaming movie,46.71,Entertainment
Amazon,shoes purchase,288.57,Shopping
Subway,takeout lunch meal,682.12,Food & Dining
Whole Foods,dairy meat #1587,111.94,Groceries
Quest Diagnostics,medical #7086,343.88,Healthcare
AMC Theaters,game music streaming #3397,38.41,Entertainment
Water Service,utility bill,64.2,Bills & Utilities
Target,clothes shoes #7201,249.34,Shopping
Miscellaneous,general other #5127,848.89,Others
Amazon,electronics clothes purchase,135.91,Shopping
Steam,music #8688,40.49,Entertainment
Spotify,game streaming,33.18,Entertainment
Nike,accessories clothes #6351,290.02,Shopping
Amazon,clothes,105.43,Shopping
Miscellaneous,service general,624.13,Others
Miscellaneous,service other misc #6294,588.6,Others
CVS,prescription medical,437.38,Healthcare
Pizza Hut,dinner takeout lunch,591.28,Food & Dining
AT&T,utility,695.52,Bills & Utilities
Local Clinic,doctor,369.5,Healthcare
AT&T,bill,106.63,Bills & Utilities
Quest Diagnostics,medical health doctor,450.89,Healthcare
Walgreens,doctor health medical,429.64,Healthcare
Steam,movie music streaming,30.96,Entertainment
Quest Diagnostics,prescription health #5580,161.22,Healthcare
Walgreens,doctor medicine,24.99,Healthcare
Pizza Hut,delivery takeout dinner #7510,657.09,Food & Dining
Whole Foods,meat dairy,25.34,Groceries
Electric Company,monthly bill,113.94,Bills & Utilities
Chipotle,meal lunch takeout #2975,571.42,Food & Dining
AT&T,monthly payment bill,745.02,Bills & Utilities
Shell,gas ride taxi #4339,28.24,Transportation
Uber,transportation gas taxi #5302,58.75,Transportation
AT&T,service utility,679.87,Bills & Utilities
Local Restaurant,delivery meal,537.1,Food & Dining
Water Service,utility payment,273.95,Bills & Utilities
H&M,shoes clothes electronics,189.57,Shopping
Verizon,payment #5439,757.38,Bills & Utilities
Whole Foods,produce dairy bread #9982,31.06,Groceries
CVS,prescription #8279,223.14,Healthcare
Unknown Vendor,general misc service #7985,721.34,Others
Unknown Vendor,other #5828,968.87,Others
CVS,medicine prescription medical,484.42,Healthcare
Amazon,shoes,233.67,Shopping
Subway,lunch #3133,196.93,Food & Dining
Pizza Hut,delivery #5833,822.8,Food & Dining
Uber,transportation taxi #9839,19.88,Transportation
Unknown Vendor,general #7743,670.62,Others
Lyft,taxi,72.86,Transportation
Electric Company,monthly utility,127.92,Bills & Utilities
H&M,purchase shoes,45.74,Shopping
Best Buy,electronics accessories,63.53,Shopping
Shell,fuel,66.83,Transportation
Netflix,game,25.02,Entertainment
Safeway,groceries food bread #5975,52.03,Groceries
AT&T,monthly,469.28,Bills & Utilities
CVS,prescription medicine #1455,42.03,Healthcare
McDonalds,takeout meal,273.88,Food & Dining
Quest Diagnostics,prescription health #1346,140.18,Healthcare
Nike,shoes clothes electronics,148.55,Shopping
Shell,gas,5.18,Transportation
McDonalds,lunch restaurant,913.34,Food & Dining
Walmart,food dairy bread,176.74,Groceries
Kroger,groceries produce food,195.29,Groceries
Walmart,produce meat,191.53,Groceries
Steam,game,15.3,Entertainment
Xbox,music #9120,16.8,Entertainment
Pizza Hut,lunch takeout meal,338.28,Food & Dining
Quest Diagnostics,medical prescription #9593,432.52,Healthcare
Amazon,shoes electronics purchase,54.3,Shopping
Metro,fuel gas #2606,57.11,Transportation
Subway,takeout lunch delivery,149.91,Food & Dining
Netflix,game music,34.79,Entertainment
Target,purchase clothes electronics #4948,18.55,Shopping
Water Service,bill monthly #9713,480.64,Bills & Utilities
Walmart,produce meat bread,127.93,Groceries
Pizza Hut,meal dinner takeout,841.73,Food & Dining
Water Service,service #1250,317.47,Bills & Utilities
Verizon,monthly service payment,629.08,Bills & Utilities
AMC Theaters,entertainment streaming game #2107,32.02,Entertainment
Steam,streaming entertainment movie,28.73,Entertainment
McDonalds,takeout dinner #3519,51.13,Food & Dining
Steam,streaming,31.43,Entertainment
Various Services,payment misc,842.77,Others
CVS,doctor medicine health,397.37,Healthcare
Metro,transportation #6150,17.8,Transportation
AT&T,service,23.34,Bills & Utilities
Whole Foods,food bread dairy,56.25,Groceries
AT&T,bill #3484,635.38,Bills & Utilities
Metro,taxi transportation gas,77.73,Transportation
Shell,gas transportation taxi,50.99,Transportation
CVS,doctor,253.67,Healthcare
Whole Foods,bread groceries food #3024,69.9,Groceries
Chipotle,takeout,236.69,Food & Dining
Kroger,bread,71.09,Groceries
Whole Foods,groceries,81.56,Groceries
AMC Theaters,movie music,46.22,Entertainment
Chipotle,delivery,494.02,Food & Dining
Uber,transportation transit gas,76.65,Transportation
Pizza Hut,restaurant dinner lunch,799.09,Food & Dining
Local Restaurant,lunch,569.85,Food & Dining
AT&T,payment service #7445,668.16,Bills & Utilities
Quest Diagnostics,doctor medicine health #1628,318.71,Healthcare
Subway,meal #4050,978.14,Food & Dining
Trader Joes,bread meat #6808,37.25,Groceries
Best Buy,purchase electronics shoes #5135,66.85,Shopping
Safeway,produce bread,121.28,Groceries
Various Services,service,17.63,Others
Spotify,entertainment music game,30.65,Entertainment
Chipotle,restaurant delivery,508.68,Food & Dining
Best Buy,electronics,225.39,Shopping
CVS,doctor medicine #7526,159.94,Healthcare
Walgreens,medical,346.5,Healthcare
McDonalds,restaurant meal lunch,513.09,Food & Dining
Electric Company,payment service utility #2212,200.5,Bills & Utilities
Trader Joes,groceries bread dairy,60.23,Groceries
Chipotle,takeout,159.56,Food & Dining
Chipotle,takeout lunch,24.18,Food & Dining
Target,electronics #9647,83.15,Shopping
H&M,shoes clothes,286.96,Shopping
Pizza Hut,meal restaurant dinner #6237,764.49,Food & Dining
Trader Joes,food groceries #5542,95.28,Groceries
Quest Diagnostics,medicine health,363.27,Healthcare
H&M,shoes,288.98,Shopping
Lyft,transit,55.32,Transportation
Safeway,food produce bread,98.41,Groceries
Electric Company,monthly #6453,400.46,Bills & Utilities
Best Buy,accessories,74.93,Shopping
Uber,gas ride,59.33,Transportation
AT&T,utility payment monthly,528.66,Bills & Utilities
Local Restaurant,meal lunch delivery,660.28,Food & Dining
Unknown Vendor,general other payment,799.43,Others
Safeway,groceries produce bread,117.16,Groceries
Best Buy,purchase clothes,102.21,Shopping
Lyft,taxi transit fuel,48.11,Transportation
Water Service,bill #3036,75.21,Bills & Utilities
Quest Diagnostics,prescription #8938,135.28,Healthcare
AT&T,payment monthly,337.12,Bills & Utilities
Local Clinic,medical health medicine,132.76,Healthcare
Chipotle,restaurant #9581,907.1,Food & Dining
McDonalds,delivery dinner,183.01,Food & Dining
Walmart,meat groceries,39.07,Groceries
Electric Company,utility service payment #7684,597.92,Bills & Utilities
Xbox,movie,19.55,Entertainment
Metro,transportation ride gas #8518,39.85,Transportation
Metro,transportation,71.23,Transportation
BP,gas transportation,37.82,Transportation
Local Clinic,prescription,487.71,Healthcare
Miscellaneous,other service payment #3862,957.73,Others
Pizza Hut,meal lunch dinner #3868,429.68,Food & Dining
AT&T,monthly,254.28,Bills & Utilities
Whole Foods,groceries,172.5,Groceries
Nike,shoes accessories,271.26,Shopping
Netflix,game #3572,28.16,Entertainment
AMC Theaters,game music #6645,37.78,Entertainment
Whole Foods,meat,47.17,Groceries
Quest Diagnostics,medicine,21.8,Healthcare
Water Service,utility #8949,512.91,Bills & Utilities
