text,label
Total: $166.04,TOTAL
purchase clothes $166.04,ITEM
Thank you for your purchase!,O
Receipt #: 50865,O
BP,STORE
Date: 2025-04-06,DATE
Total: $25.81,TOTAL
transit taxi $25.81,ITEM
Thank you for your purchase!,O
Receipt #: 87613,O
Trader Joes,STORE
Date: 2025-04-20,DATE
Total: $159.49,TOTAL
meat $159.49,ITEM
Thank you for your purchase!,O
Receipt #: 99032,O
Quest Diagnostics,STORE
Date: 2025-04-13,DATE
Total: $79.92,TOTAL
doctor medicine $79.92,ITEM
Thank you for your purchase!,O
Receipt #: 37659,O
Shell,STORE
Date: 2025-04-03,DATE
Total: $7.24,TOTAL
transportation $7.24,ITEM
Thank you for your purchase!,O
Receipt #: 67017,O
Unknown Vendor,STORE
Date: 2025-04-03,DATE
Total: $996.25,TOTAL
misc payment #7654 $996.25,ITEM
Thank you for your purchase!,O
Receipt #: 51895,O
McDonalds,STORE
Date: 2025-03-26,DATE
Total: $687.84,TOTAL
meal lunch $687.84,ITEM
Thank you for your purchase!,O
Receipt #: 46245,O
Verizon,STORE
Date: 2025-04-04,DATE
Total: $214.84,TOTAL
service $214.84,ITEM
Thank you for your purchase!,O
Receipt #: 66628,O
Shell,STORE
Date: 2025-03-30,DATE
Total: $73.39,TOTAL
transportation ride $73.39,ITEM
Thank you for your purchase!,O
Receipt #: 28385,O
Xbox,STORE
Date: 2025-04-20,DATE
Total: $32.71,TOTAL
movie $32.71,ITEM
Thank you for your purchase!,O
Receipt #: 96642,O
Various Services,STORE
Date: 2025-04-14,DATE
Total: $217.09,TOTAL
general service other $217.09,ITEM
Thank you for your purchase!,O
Receipt #: 79884,O
Whole Foods,STORE
Date: 2025-04-06,DATE
Total: $139.52,TOTAL
produce $139.52,ITEM
Thank you for your purchase!,O
Receipt #: 72402,O
Target,STORE
Date: 2025-04-09,DATE
Total: $278.16,TOTAL
clothes $278.16,ITEM
Thank you for your purchase!,O
Receipt #: 16902,O
Verizon,STORE
Date: 2025-04-02,DATE
Total: $310.46,TOTAL
service $310.46,ITEM
Thank you for your purchase!,O
Receipt #: 50354,O
Walmart,STORE
Date: 2025-04-01,DATE
Total: $162.60,TOTAL
groceries food bread #5833 $162.60,ITEM
Thank you for your purchase!,O
Receipt #: 20786,O
AT&T,STORE
Date: 2025-04-08,DATE
Total: $199.22,TOTAL
service utility #8474 $199.22,ITEM
Thank you for your purchase!,O
Receipt #: 73605,O
AMC Theaters,STORE
Date: 2025-04-14,DATE
Total: $11.09,TOTAL
game music entertainment #8775 $11.09,ITEM
Thank you for your purchase!,O
Receipt #: 10707,O
McDonalds,STORE
Date: 2025-04-14,DATE
Total: $995.46,TOTAL
meal lunch delivery #2257 $995.46,ITEM
Thank you for your purchase!,O
Receipt #: 83121,O
Whole Foods,STORE
Date: 2025-03-24,DATE
Total: $79.49,TOTAL
food $79.49,ITEM
Thank you for your purchase!,O
Receipt #: 56334,O
Local Restaurant,STORE
Date: 2025-03-24,DATE
Total: $192.56,TOTAL
restaurant #6494 $192.56,ITEM
Thank you for your purchase!,O
Receipt #: 49709,O
Walgreens,STORE
Date: 2025-04-07,DATE
Total: $367.36,TOTAL
prescription #3775 $367.36,ITEM
Thank you for your purchase!,O
Receipt #: 11453,O
Various Services,STORE
Date: 2025-04-19,DATE
Total: $626.20,TOTAL
service general other #7420 $626.20,ITEM
Thank you for your purchase!,O
Receipt #: 55930,O
Local Clinic,STORE
Date: 2025-04-02,DATE
Total: $80.30,TOTAL
prescription $80.30,ITEM
Thank you for your purchase!,O
Receipt #: 84033,O
Miscellaneous,STORE
Date: 2025-03-31,DATE
Total: $866.84,TOTAL
other #5063 $866.84,ITEM
Thank you for your purchase!,O
Receipt #: 88634,O
Walmart,STORE
Date: 2025-04-11,DATE
Total: $129.12,TOTAL
groceries bread $129.12,ITEM
Thank you for your purchase!,O
Receipt #: 74685,O
Xbox,STORE
Date: 2025-03-28,DATE
Total: $47.68,TOTAL
game $47.68,ITEM
Thank you for your purchase!,O
Receipt #: 58209,O
Verizon,STORE
Date: 2025-04-13,DATE
Total: $37.82,TOTAL
monthly payment utility $37.82,ITEM
Thank you for your purchase!,O
Receipt #: 28456,O
Safeway,STORE
Date: 2025-04-04,DATE
Total: $183.19,TOTAL
meat $183.19,ITEM
Thank you for your purchase!,O
Receipt #: 88678,O
Xbox,STORE
Date: 2025-04-09,DATE
Total: $37.75,TOTAL
game $37.75,ITEM
Thank you for your purchase!,O
Receipt #: 70659,O
AT&T,STORE
Date: 2025-04-09,DATE
Total: $232.75,TOTAL
payment utility service #8152 $232.75,ITEM
Thank you for your purchase!,O
Receipt #: 23237,O
Miscellaneous,STORE
Date: 2025-04-19,DATE
Total: $459.91,TOTAL
general $459.91,ITEM
Thank you for your purchase!,O
Receipt #: 80656,O
Netflix,STORE
Date: 2025-03-28,DATE
Total: $39.43,TOTAL
music #4921 $39.43,ITEM
Thank you for your purchase!,O
Receipt #: 87666,O
Target,STORE
Date: 2025-03-27,DATE
Total: $132.13,TOTAL
shoes electronics #6996 $132.13,ITEM
Thank you for your purchase!,O
Receipt #: 42488,O
McDonalds,STORE
Date: 2025-03-25,DATE
Total: $271.51,TOTAL
lunch delivery restaurant $271.51,ITEM
Thank you for your purchase!,O
Receipt #: 56893,O
Various Services,STORE
Date: 2025-03-24,DATE
Total: $318.46,TOTAL
misc $318.46,ITEM
Thank you for your purchase!,O
Receipt #: 29119,O
Kroger,STORE
Date: 2025-03-27,DATE
Total: $22.28,TOTAL
produce meat $22.28,ITEM
Thank you for your purchase!,O
Receipt #: 96079,O
Metro,STORE
Date: 2025-03-25,DATE
Total: $61.26,TOTAL
gas ride $61.26,ITEM
Thank you for your purchase!,O
Receipt #: 30563,O
Whole Foods,STORE
Date: 2025-03-26,DATE
Total: $186.98,TOTAL
dairy food produce #1979 $186.98,ITEM
Thank you for your purchase!,O
Receipt #: 27162,O
Whole Foods,STORE
Date: 2025-04-18,DATE
Total: $101.03,TOTAL
bread dairy $101.03,ITEM
Thank you for your purchase!,O
Receipt #: 10357,O
Electric Company,STORE
Date: 2025-03-23,DATE
Total: $89.51,TOTAL
payment service monthly $89.51,ITEM
Thank you for your purchase!,O
Receipt #: 52202,O
Local Clinic,STORE
Date: 2025-03-28,DATE
Total: $445.71,TOTAL
medicine $445.71,ITEM
Thank you for your purchase!,O
Receipt #: 19957,O
Steam,STORE
Date: 2025-04-20,DATE
Total: $33.15,TOTAL
game entertainment $33.15,ITEM
Thank you for your purchase!,O
Receipt #: 29116,O
Shell,STORE
Date: 2025-04-14,DATE
Total: $41.54,TOTAL
fuel $41.54,ITEM
Thank you for your purchase!,O
Receipt #: 74943,O
Metro,STORE
Date: 2025-03-25,DATE
Total: $14.92,TOTAL
taxi transit gas $14.92,ITEM
Thank you for your purchase!,O
Receipt #: 68062,O
Trader Joes,STORE
Date: 2025-03-25,DATE
Total: $178.96,TOTAL
dairy meat groceries $178.96,ITEM
Thank you for your purchase!,O
Receipt #: 22542,O
AT&T,STORE
Date: 2025-03-28,DATE
Total: $563.14,TOTAL
monthly utility bill $563.14,ITEM
Thank you for your purchase!,O
Receipt #: 38462,O
Trader Joes,STORE
Date: 2025-04-04,DATE
Total: $48.09,TOTAL
produce $48.09,ITEM
Thank you for your purchase!,O
Receipt #: 32073,O
Netflix,STORE
Date: 2025-04-14,DATE
Total: $44.67,TOTAL
music movie $44.67,ITEM
Thank you for your purchase!,O
Receipt #: 69686,O
McDonalds,STORE
Date: 2025-04-12,DATE
Total: $703.46,TOTAL
dinner takeout #4458 $703.46,ITEM
Thank you for your purchase!,O
Receipt #: 45222,O
Safeway,STORE
Date: 2025-03-25,DATE
Total: $48.69,TOTAL
produce meat dairy #1003 $48.69,ITEM
Thank you for your purchase!,O
Receipt #: 66048,O
Electric Company,STORE
Date: 2025-03-23,DATE
Total: $710.37,TOTAL
service bill $710.37,ITEM
Thank you for your purchase!,O
Receipt #: 85315,O
Nike,STORE
Date: 2025-04-05,DATE
Total: $15.48,TOTAL
electronics $15.48,ITEM
Thank you for your purchase!,O
Receipt #: 35180,O
Walgreens,STORE
Date: 2025-03-28,DATE
Total: $481.33,TOTAL
medicine health $481.33,ITEM
Thank you for your purchase!,O
Receipt #: 69826,O
Unknown Vendor,STORE
Date: 2025-04-15,DATE
Total: $803.49,TOTAL
general misc payment $803.49,ITEM
Thank you for your purchase!,O
Receipt #: 43980,O
Walgreens,STORE
Date: 2025-04-09,DATE
Total: $405.07,TOTAL
health #5226 $405.07,ITEM
Thank you for your purchase!,O
Receipt #: 78477,O
Trader Joes,STORE
Date: 2025-03-23,DATE
Total: $145.12,TOTAL
food groceries $145.12,ITEM
Thank you for your purchase!,O
Receipt #: 63688,O
McDonalds,STORE
Date: 2025-03-28,DATE
Total: $344.16,TOTAL
lunch meal dinner $344.16,ITEM
Thank you for your purchase!,O
Receipt #: 54444,O
Electric Company,STORE
Date: 2025-04-21,DATE
Total: $544.13,TOTAL
payment service monthly $544.13,ITEM
Thank you for your purchase!,O
Receipt #: 62048,O
Various Services,STORE
Date: 2025-04-12,DATE
Total: $458.42,TOTAL
general misc payment $458.42,ITEM
Thank you for your purchase!,O
Receipt #: 59371,O
Netflix,STORE
Date: 2025-03-29,DATE
Total: $12.38,TOTAL
entertainment streaming $12.38,ITEM
Thank you for your purchase!,O
Receipt #: 29055,O
Steam,STORE
Date: 2025-03-29,DATE
Total: $30.45,TOTAL
entertainment movie $30.45,ITEM
Thank you for your purchase!,O
Receipt #: 41980,O
Unknown Vendor,STORE
Date: 2025-04-18,DATE
Total: $951.47,TOTAL
general misc #7412 $951.47,ITEM
Thank you for your purchase!,O
Receipt #: 22086,O
Electric Company,STORE
Date: 2025-04-12,DATE
Total: $17.09,TOTAL
service payment bill $17.09,ITEM
Thank you for your purchase!,O
Receipt #: 34372,O
Kroger,STORE
Date: 2025-03-28,DATE
Total: $79.99,TOTAL
produce dairy $79.99,ITEM
Thank you for your purchase!,O
Receipt #: 26051,O
Miscellaneous,STORE
Date: 2025-04-16,DATE
Total: $745.11,TOTAL
misc #2335 $745.11,ITEM
Thank you for your purchase!,O
Receipt #: 30683,O
Unknown Vendor,STORE
Date: 2025-04-01,DATE
Total: $175.70,TOTAL
misc #3688 $175.70,ITEM
Thank you for your purchase!,O
Receipt #: 43501,O
Best Buy,STORE
Date: 2025-04-06,DATE
Total: $242.03,TOTAL
accessories purchase clothes $242.03,ITEM
Thank you for your purchase!,O
Receipt #: 38589,O
Amazon,STORE
Date: 2025-03-31,DATE
Total: $126.52,TOTAL
purchase electronics #9562 $126.52,ITEM
Thank you for your purchase!,O
Receipt #: 49696,O
AMC Theaters,STORE
Date: 2025-04-07,DATE
Total: $35.82,TOTAL
music streaming $35.82,ITEM
Thank you for your purchase!,O
Receipt #: 63950,O
McDonalds,STORE
Date: 2025-04-15,DATE
Total: $644.57,TOTAL
takeout lunch $644.57,ITEM
Thank you for your purchase!,O
Receipt #: 50436,O
BP,STORE
Date: 2025-04-19,DATE
Total: $11.94,TOTAL
ride $11.94,ITEM
Thank you for your purchase!,O
Receipt #: 64325,O
Pizza Hut,STORE
Date: 2025-03-24,DATE
Total: $860.88,TOTAL
dinner $860.88,ITEM
Thank you for your purchase!,O
Receipt #: 44468,O
Metro,STORE
Date: 2025-04-19,DATE
Total: $33.64,TOTAL
gas $33.64,ITEM
Thank you for your purchase!,O
Receipt #: 79524,O
Trader Joes,STORE
Date: 2025-03-26,DATE
Total: $153.25,TOTAL
bread dairy $153.25,ITEM
Thank you for your purchase!,O
Receipt #: 36892,O
Netflix,STORE
Date: 2025-03-23,DATE
Total: $23.05,TOTAL
music streaming movie #5888 $23.05,ITEM
Thank you for your purchase!,O
Receipt #: 10808,O
H&M,STORE
Date: 2025-03-24,DATE
Total: $97.16,TOTAL
accessories shoes purchase $97.16,ITEM
Thank you for your purchase!,O
Receipt #: 69258,O
Miscellaneous,STORE
Date: 2025-03-29,DATE
Total: $242.49,TOTAL
service $242.49,ITEM
Thank you for your purchase!,O
Receipt #: 70018,O
Verizon,STORE
Date: 2025-03-30,DATE
Total: $320.83,TOTAL
payment monthly bill $320.83,ITEM
Thank you for your purchase!,O
Receipt #: 40301,O
Amazon,STORE
Date: 2025-04-20,DATE
Total: $115.76,TOTAL
clothes shoes purchase #3604 $115.76,ITEM
Thank you for your purchase!,O
Receipt #: 83095,O
Target,STORE
Date: 2025-04-11,DATE
Total: $251.75,TOTAL
accessories $251.75,ITEM
Thank you for your purchase!,O
Receipt #: 26934,O
Whole Foods,STORE
Date: 2025-04-17,DATE
Total: $127.64,TOTAL
bread meat produce $127.64,ITEM
Thank you for your purchase!,O
Receipt #: 13228,O
Whole Foods,STORE
Date: 2025-03-24,DATE
Total: $149.48,TOTAL
food dairy meat $149.48,ITEM
Thank you for your purchase!,O
Receipt #: 47212,O
Miscellaneous,STORE
Date: 2025-04-02,DATE
Total: $510.76,TOTAL
other $510.76,ITEM
Thank you for your purchase!,O
Receipt #: 61402,O
Subway,STORE
Date: 2025-04-09,DATE
Total: $566.84,TOTAL
restaurant $566.84,ITEM
Thank you for your purchase!,O
Receipt #: 80492,O
Verizon,STORE
Date: 2025-04-17,DATE
Total: $585.93,TOTAL
service payment $585.93,ITEM
Thank you for your purchase!,O
Receipt #: 95047,O
Nike,STORE
Date: 2025-04-20,DATE
Total: $36.21,TOTAL
accessories purchase $36.21,ITEM
Thank you for your purchase!,O
Receipt #: 73596,O
Water Service,STORE
Date: 2025-03-31,DATE
Total: $560.94,TOTAL
monthly payment $560.94,ITEM
Thank you for your purchase!,O
Receipt #: 93980,O
Water Service,STORE
Date: 2025-04-17,DATE
Total: $184.61,TOTAL
bill service $184.61,ITEM
Thank you for your purchase!,O
Receipt #: 39342,O
Shell,STORE
Date: 2025-03-28,DATE
Total: $16.69,TOTAL
gas transportation $16.69,ITEM
Thank you for your purchase!,O
Receipt #: 97254,O
Metro,STORE
Date: 2025-04-01,DATE
Total: $63.69,TOTAL
fuel #5447 $63.69,ITEM
Thank you for your purchase!,O
Receipt #: 33092,O
Subway,STORE
Date: 2025-04-04,DATE
Total: $244.80,TOTAL
delivery takeout #1991 $244.80,ITEM
Thank you for your purchase!,O
Receipt #: 21854,O
Local Clinic,STORE
Date: 2025-03-31,DATE
Total: $435.99,TOTAL
medicine doctor #1370 $435.99,ITEM
Thank you for your purchase!,O
Receipt #: 70485,O
Miscellaneous,STORE
Date: 2025-04-06,DATE
Total: $283.74,TOTAL
service other #1252 $283.74,ITEM
Thank you for your purchase!,O
Receipt #: 41754,O
Water Service,STORE
Date: 2025-03-28,DATE
Total: $680.32,TOTAL
payment service utility #4664 $680.32,ITEM
Thank you for your purchase!,O
Receipt #: 36250,O
Safeway,STORE
Date: 2025-04-01,DATE
Total: $121.63,TOTAL
food dairy produce $121.63,ITEM
Thank you for your purchase!,O
Receipt #: 98793,O
Local Restaurant,STORE
Date: 2025-04-20,DATE
Total: $973.60,TOTAL
lunch delivery $973.60,ITEM
Thank you for your purchase!,O
Receipt #: 74285,O
Trader Joes,STORE
Date: 2025-03-29,DATE
Total: $35.70,TOTAL
dairy produce #4761 $35.70,ITEM
Thank you for your purchase!,O
Receipt #: 59078,O
Netflix,STORE
Date: 2025-04-13,DATE
Total: $20.87,TOTAL
entertainment streaming $20.87,ITEM
Thank you for your purchase!,O
Receipt #: 41615,O
Best Buy,STORE
Date: 2025-04-06,DATE
Total: $217.88,TOTAL
accessories electronics $217.88,ITEM
Thank you for your purchase!,O
Receipt #: 51980,O
Lyft,STORE
Date: 2025-04-17,DATE
Total: $72.25,TOTAL
gas fuel ride #5497 $72.25,ITEM
Thank you for your purchase!,O
Receipt #: 80178,O
Kroger,STORE
Date: 2025-04-07,DATE
Total: $143.38,TOTAL
dairy $143.38,ITEM
Thank you for your purchase!,O
Receipt #: 85976,O
Unknown Vendor,STORE
Date: 2025-04-11,DATE
Total: $619.67,TOTAL
payment general $619.67,ITEM
Thank you for your purchase!,O
Receipt #: 20372,O
Pizza Hut,STORE
Date: 2025-04-04,DATE
Total: $417.89,TOTAL
takeout #6792 $417.89,ITEM
Thank you for your purchase!,O
Receipt #: 80154,O
Quest Diagnostics,STORE
Date: 2025-04-03,DATE
Total: $158.99,TOTAL
medical $158.99,ITEM
Thank you for your purchase!,O
Receipt #: 32719,O
Miscellaneous,STORE
Date: 2025-04-11,DATE
Total: $379.17,TOTAL
other service $379.17,ITEM
Thank you for your purchase!,O
Receipt #: 21762,O
Target,STORE
Date: 2025-04-05,DATE
Total: $222.08,TOTAL
clothes $222.08,ITEM
Thank you for your purchase!,O
Receipt #: 10088,O
Walgreens,STORE
Date: 2025-04-17,DATE
Total: $357.62,TOTAL
prescription $357.62,ITEM
Thank you for your purchase!,O
Receipt #: 80923,O
Kroger,STORE
Date: 2025-04-18,DATE
Total: $149.87,TOTAL
food dairy $149.87,ITEM
Thank you for your purchase!,O
Receipt #: 98500,O
Miscellaneous,STORE
Date: 2025-03-29,DATE
Total: $913.79,TOTAL
service other $913.79,ITEM
Thank you for your purchase!,O
Receipt #: 27172,O
AMC Theaters,STORE
Date: 2025-04-14,DATE
Total: $17.64,TOTAL
music streaming $17.64,ITEM
Thank you for your purchase!,O
Receipt #: 96781,O
Walmart,STORE
Date: 2025-04-04,DATE
Total: $157.66,TOTAL
produce #3887 $157.66,ITEM
Thank you for your purchase!,O
Receipt #: 41802,O
Miscellaneous,STORE
Date: 2025-04-18,DATE
Total: $254.07,TOTAL
other $254.07,ITEM
Thank you for your purchase!,O
Receipt #: 64734,O
Whole Foods,STORE
Date: 2025-03-24,DATE
Total: $123.05,TOTAL
groceries produce $123.05,ITEM
Thank you for your purchase!,O
Receipt #: 67241,O
Miscellaneous,STORE
Date: 2025-04-18,DATE
Total: $813.94,TOTAL
misc $813.94,ITEM
Thank you for your purchase!,O
Receipt #: 80504,O
Subway,STORE
Date: 2025-04-07,DATE
Total: $984.15,TOTAL
restaurant #3095 $984.15,ITEM
Thank you for your purchase!,O
Receipt #: 60117,O
CVS,STORE
Date: 2025-04-03,DATE
Total: $274.82,TOTAL
prescription health medical $274.82,ITEM
Thank you for your purchase!,O
Receipt #: 50362,O
Shell,STORE
Date: 2025-03-25,DATE
Total: $19.05,TOTAL
gas taxi ride #2702 $19.05,ITEM
Thank you for your purchase!,O
Receipt #: 33851,O
Various Services,STORE
Date: 2025-04-17,DATE
Total: $62.49,TOTAL
general #9628 $62.49,ITEM
Thank you for your purchase!,O
Receipt #: 49489,O
Walmart,STORE
Date: 2025-04-09,DATE
Total: $106.24,TOTAL
food groceries meat #1922 $106.24,ITEM
Thank you for your purchase!,O
Receipt #: 45945,O
AT&T,STORE
Date: 2025-04-16,DATE
Total: $498.99,TOTAL
monthly service bill $498.99,ITEM
Thank you for your purchase!,O
Receipt #: 52027,O
Electric Company,STORE
Date: 2025-04-06,DATE
Total: $410.64,TOTAL
payment utility #5250 $410.64,ITEM
Thank you for your purchase!,O
Receipt #: 99736,O
Kroger,STORE
Date: 2025-04-09,DATE
Total: $45.47,TOTAL
dairy groceries bread $45.47,ITEM
Thank you for your purchase!,O
Receipt #: 46354,O
Walmart,STORE
Date: 2025-04-21,DATE
Total: $149.53,TOTAL
bread food groceries $149.53,ITEM
Thank you for your purchase!,O
Receipt #: 27618,O
Walmart,STORE
Date: 2025-04-04,DATE
Total: $74.22,TOTAL
bread produce dairy $74.22,ITEM
Thank you for your purchase!,O
Receipt #: 65783,O
Water Service,STORE
Date: 2025-04-19,DATE
Total: $496.28,TOTAL
utility service $496.28,ITEM
Thank you for your purchase!,O
Receipt #: 50915,O
Water Service,STORE
Date: 2025-04-16,DATE
Total: $496.50,TOTAL
service $496.50,ITEM
Thank you for your purchase!,O
Receipt #: 46880,O
Lyft,STORE
Date: 2025-04-11,DATE
Total: $30.16,TOTAL
transportation ride $30.16,ITEM
Thank you for your purchase!,O
Receipt #: 77382,O
AMC Theaters,STORE
Date: 2025-03-29,DATE
Total: $41.85,TOTAL
streaming $41.85,ITEM
Thank you for your purchase!,O
Receipt #: 33207,O
Electric Company,STORE
Date: 2025-03-29,DATE
Total: $242.35,TOTAL
payment utility monthly $242.35,ITEM
Thank you for your purchase!,O
Receipt #: 40429,O
Uber,STORE
Date: 2025-03-29,DATE
Total: $59.90,TOTAL
gas taxi transportation $59.90,ITEM
Thank you for your purchase!,O
Receipt #: 71849,O
BP,STORE
Date: 2025-04-14,DATE
Total: $79.91,TOTAL
gas transit $79.91,ITEM
Thank you for your purchase!,O
Receipt #: 46676,O
McDonalds,STORE
Date: 2025-04-04,DATE
Total: $116.26,TOTAL
restaurant $116.26,ITEM
Thank you for your purchase!,O
Receipt #: 85868,O
BP,STORE
Date: 2025-04-14,DATE
Total: $68.18,TOTAL
fuel $68.18,ITEM
Thank you for your purchase!,O
Receipt #: 21943,O
Water Service,STORE
Date: 2025-04-16,DATE
Total: $688.32,TOTAL
utility bill $688.32,ITEM
Thank you for your purchase!,O
Receipt #: 40200,O
Safeway,STORE
Date: 2025-03-26,DATE
Total: $119.98,TOTAL
produce $119.98,ITEM
Thank you for your purchase!,O
Receipt #: 11819,O
H&M,STORE
Date: 2025-04-07,DATE
Total: $293.09,TOTAL
clothes shoes $293.09,ITEM
Thank you for your purchase!,O
Receipt #: 96945,O
Chipotle,STORE
Date: 2025-03-24,DATE
Total: $717.82,TOTAL
restaurant meal dinner $717.82,ITEM
Thank you for your purchase!,O
Receipt #: 52432,O
AMC Theaters,STORE
Date: 2025-04-10,DATE
Total: $35.90,TOTAL
movie entertainment game $35.90,ITEM
Thank you for your purchase!,O
Receipt #: 54450,O
Spotify,STORE
Date: 2025-04-17,DATE
Total: $30.57,TOTAL
game $30.57,ITEM
Thank you for your purchase!,O
Receipt #: 34964,O
Unknown Vendor,STORE
Date: 2025-04-09,DATE
Total: $727.82,TOTAL
payment #9784 $727.82,ITEM
Thank you for your purchase!,O
Receipt #: 61269,O
Metro,STORE
Date: 2025-03-24,DATE
Total: $69.41,TOTAL
fuel $69.41,ITEM
Thank you for your purchase!,O
Receipt #: 89094,O
Verizon,STORE
Date: 2025-03-24,DATE
Total: $899.16,TOTAL
payment $899.16,ITEM
Thank you for your purchase!,O
Receipt #: 82743,O
Amazon,STORE
Date: 2025-04-16,DATE
Total: $296.56,TOTAL
clothes purchase #7080 $296.56,ITEM
Thank you for your purchase!,O
Receipt #: 25318,O
Safeway,STORE
Date: 2025-04-17,DATE
Total: $177.19,TOTAL
dairy food meat #8379 $177.19,ITEM
Thank you for your purchase!,O
Receipt #: 34311,O
Safeway,STORE
Date: 2025-03-31,DATE
Total: $47.04,TOTAL
meat groceries $47.04,ITEM
Thank you for your purchase!,O
Receipt #: 62198,O
Whole Foods,STORE
Date: 2025-04-19,DATE
Total: $50.25,TOTAL
food #6706 $50.25,ITEM
Thank you for your purchase!,O
Receipt #: 91588,O
Safeway,STORE
Date: 2025-04-17,DATE
Total: $69.62,TOTAL
dairy produce $69.62,ITEM
Thank you for your purchase!,O
Receipt #: 42113,O
Lyft,STORE
Date: 2025-04-04,DATE
Total: $30.76,TOTAL
transit transportation $30.76,ITEM
Thank you for your purchase!,O
Receipt #: 32967,O
Kroger,STORE
Date: 2025-03-24,DATE
Total: $160.32,TOTAL
food meat groceries #3376 $160.32,ITEM
Thank you for your purchase!,O
Receipt #: 73410,O
Uber,STORE
Date: 2025-04-08,DATE
Total: $22.17,TOTAL
transit transportation ride $22.17,ITEM
Thank you for your purchase!,O
Receipt #: 29514,O
Various Services,STORE
Date: 2025-04-15,DATE
Total: $454.27,TOTAL
other service #9866 $454.27,ITEM
